Frame, Frame Full, Scene, UI
1882, 0.016495, 0.001505, 9.5e-05
1883, 0.016495, 0.001505, 9.5e-05
1884, 0.016495, 0.001505, 9.5e-05
1885, 0.016495, 0.001505, 9.5e-05
1886, 0.016495, 0.001505, 9.5e-05
1887, 0.016495, 0.001505, 9.5e-05
1888, 0.016495, 0.001505, 9.5e-05
1889, 0.016495, 0.001505, 9.5e-05
1890, 0.016495, 0.001505, 9.5e-05
1891, 0.016495, 0.001505, 9.5e-05
1892, 0.016495, 0.001505, 9.5e-05
1893, 0.016495, 0.001505, 9.5e-05
1894, 0.016495, 0.001505, 9.5e-05
1895, 0.016495, 0.001505, 9.5e-05
1896, 0.016495, 0.001505, 9.5e-05
1897, 0.016495, 0.001505, 9.5e-05
1898, 0.016495, 0.001505, 9.5e-05
1899, 0.016495, 0.001505, 9.5e-05
1900, 0.016495, 0.001505, 9.5e-05
1901, 0.016495, 0.001505, 9.5e-05
1902, 0.016495, 0.001505, 9.5e-05
1903, 0.016495, 0.001505, 9.5e-05
1904, 0.016495, 0.001505, 9.5e-05
1905, 0.016495, 0.001505, 9.5e-05
1906, 0.016495, 0.001505, 9.5e-05
1907, 0.016495, 0.001505, 9.5e-05
1908, 0.016495, 0.001505, 9.5e-05
1909, 0.016495, 0.001505, 9.5e-05
1910, 0.016495, 0.001505, 9.5e-05
1911, 0.016495, 0.001505, 9.5e-05
1912, 0.016495, 0.001505, 9.5e-05
1913, 0.016495, 0.001505, 9.5e-05
1914, 0.016495, 0.001505, 9.5e-05
1915, 0.016495, 0.001505, 9.5e-05
1916, 0.016495, 0.001505, 9.5e-05
1917, 0.016495, 0.001505, 9.5e-05
1918, 0.016495, 0.001505, 9.5e-05
1919, 0.016495, 0.001505, 9.5e-05
1920, 0.016495, 0.001505, 9.5e-05
1921, 0.016495, 0.001505, 9.5e-05
1922, 0.016495, 0.001505, 9.5e-05
1923, 0.016495, 0.001505, 9.5e-05
1924, 0.016495, 0.001505, 9.5e-05
1925, 0.016495, 0.001505, 9.5e-05
1926, 0.016495, 0.001505, 9.5e-05
1927, 0.016495, 0.001505, 9.5e-05
1928, 0.016495, 0.001505, 9.5e-05
1929, 0.016495, 0.001505, 9.5e-05
1930, 0.016495, 0.001505, 9.5e-05
1931, 0.016495, 0.001505, 9.5e-05
1932, 0.016495, 0.001505, 9.5e-05
1933, 0.016495, 0.001505, 9.5e-05
1934, 0.016495, 0.001505, 9.5e-05
1935, 0.016495, 0.001505, 9.5e-05
1936, 0.016495, 0.001505, 9.5e-05
1937, 0.016495, 0.001505, 9.5e-05
1938, 0.016495, 0.001505, 9.5e-05
1939, 0.016495, 0.001505, 9.5e-05
1940, 0.016495, 0.001505, 9.5e-05
1941, 0.016495, 0.001505, 9.5e-05
1942, 0.016495, 0.001505, 9.5e-05
1943, 0.016495, 0.001505, 9.5e-05
1944, 0.016495, 0.001505, 9.5e-05
1945, 0.016495, 0.001505, 9.5e-05
1946, 0.016495, 0.001505, 9.5e-05
1947, 0.016495, 0.001505, 9.5e-05
1948, 0.016495, 0.001505, 9.5e-05
1949, 0.016495, 0.001505, 9.5e-05
1950, 0.016495, 0.001505, 9.5e-05
1951, 0.016495, 0.001505, 9.5e-05
1952, 0.016495, 0.001505, 9.5e-05
1953, 0.016495, 0.001505, 9.5e-05
1954, 0.016495, 0.001505, 9.5e-05
1955, 0.016495, 0.001505, 9.5e-05
1956, 0.016495, 0.001505, 9.5e-05
1957, 0.016495, 0.001505, 9.5e-05
1958, 0.016495, 0.001505, 9.5e-05
1959, 0.016495, 0.001505, 9.5e-05
1960, 0.016495, 0.001505, 9.5e-05
1961, 0.016495, 0.001505, 9.5e-05
1962, 0.016495, 0.001505, 9.5e-05
1963, 0.016495, 0.001505, 9.5e-05
1964, 0.016495, 0.001505, 9.5e-05
1965, 0.016495, 0.001505, 9.5e-05
1966, 0.016495, 0.001505, 9.5e-05
1967, 0.016495, 0.001505, 9.5e-05
1968, 0.016495, 0.001505, 9.5e-05
1969, 0.016495, 0.001505, 9.5e-05
1970, 0.016495, 0.001505, 9.5e-05
1971, 0.016495, 0.001505, 9.5e-05
1972, 0.016495, 0.001505, 9.5e-05
1973, 0.016495, 0.001505, 9.5e-05
1974, 0.016495, 0.001505, 9.5e-05
1975, 0.016495, 0.001505, 9.5e-05
1976, 0.016495, 0.001505, 9.5e-05
1977, 0.016495, 0.001505, 9.5e-05
1978, 0.016495, 0.001505, 9.5e-05
1979, 0.016495, 0.001505, 9.5e-05
1980, 0.016495, 0.001505, 9.5e-05
1981, 0.016495, 0.001505, 9.5e-05
1982, 0.016495, 0.001505, 9.5e-05
1983, 0.016495, 0.001505, 9.5e-05
1984, 0.016495, 0.001505, 9.5e-05
1985, 0.016495, 0.001505, 9.5e-05
1986, 0.016495, 0.001505, 9.5e-05
1987, 0.016495, 0.001505, 9.5e-05
1988, 0.016495, 0.001505, 9.5e-05
1989, 0.016495, 0.001505, 9.5e-05
1990, 0.016495, 0.001505, 9.5e-05
1991, 0.016495, 0.001505, 9.5e-05
1992, 0.016495, 0.001505, 9.5e-05
1993, 0.016495, 0.001505, 9.5e-05
1994, 0.016495, 0.001505, 9.5e-05
1995, 0.016495, 0.001505, 9.5e-05
1996, 0.016495, 0.001505, 9.5e-05
1997, 0.016495, 0.001505, 9.5e-05
1998, 0.016495, 0.001505, 9.5e-05
1999, 0.016495, 0.001505, 9.5e-05
2000, 0.016495, 0.001505, 9.5e-05
2001, 0.016495, 0.001505, 9.5e-05
2002, 0.016495, 0.001505, 9.5e-05
2003, 0.016495, 0.001505, 9.5e-05
2004, 0.016495, 0.001505, 9.5e-05
2005, 0.016495, 0.001505, 9.5e-05
2006, 0.016495, 0.001505, 9.5e-05
2007, 0.016495, 0.001505, 9.5e-05
2008, 0.016495, 0.001505, 9.5e-05
2009, 0.016495, 0.001505, 9.5e-05
2010, 0.016495, 0.001505, 9.5e-05
2011, 0.016495, 0.001505, 9.5e-05
2012, 0.016495, 0.001505, 9.5e-05
2013, 0.016495, 0.001505, 9.5e-05
2014, 0.016495, 0.001505, 9.5e-05
2015, 0.016495, 0.001505, 9.5e-05
2016, 0.016495, 0.001505, 9.5e-05
2017, 0.016495, 0.001505, 9.5e-05
2018, 0.016495, 0.001505, 9.5e-05
2019, 0.016495, 0.001505, 9.5e-05
2020, 0.016495, 0.001505, 9.5e-05
2021, 0.016495, 0.001505, 9.5e-05
2022, 0.016495, 0.001505, 9.5e-05
2023, 0.016495, 0.001505, 9.5e-05
2024, 0.016495, 0.001505, 9.5e-05
2025, 0.016495, 0.001505, 9.5e-05
2026, 0.016495, 0.001505, 9.5e-05
2027, 0.016495, 0.001505, 9.5e-05
2028, 0.016495, 0.001505, 9.5e-05
2029, 0.016495, 0.001505, 9.5e-05
2030, 0.016495, 0.001505, 9.5e-05
2031, 0.016495, 0.001505, 9.5e-05
2032, 0.016495, 0.001505, 9.5e-05
2033, 0.016495, 0.001505, 9.5e-05
2034, 0.016495, 0.001505, 9.5e-05
2035, 0.016495, 0.001505, 9.5e-05
2036, 0.016495, 0.001505, 9.5e-05
2037, 0.016495, 0.001505, 9.5e-05
2038, 0.016495, 0.001505, 9.5e-05
2039, 0.016495, 0.001505, 9.5e-05
2040, 0.016495, 0.001505, 9.5e-05
2041, 0.016495, 0.001505, 9.5e-05
2042, 0.016495, 0.001505, 9.5e-05
2043, 0.016495, 0.001505, 9.5e-05
2044, 0.016495, 0.001505, 9.5e-05
2045, 0.016495, 0.001505, 9.5e-05
2046, 0.016495, 0.001505, 9.5e-05
2047, 0.016495, 0.001505, 9.5e-05
2048, 0.016495, 0.001505, 9.5e-05
2049, 0.016495, 0.001505, 9.5e-05
2050, 0.016495, 0.001505, 9.5e-05
2051, 0.016495, 0.001505, 9.5e-05
2052, 0.016495, 0.001505, 9.5e-05
2053, 0.016495, 0.001505, 9.5e-05
2054, 0.016495, 0.001505, 9.5e-05
2055, 0.016495, 0.001505, 9.5e-05
2056, 0.016495, 0.001505, 9.5e-05
2057, 0.016495, 0.001505, 9.5e-05
2058, 0.016495, 0.001505, 9.5e-05
2059, 0.016495, 0.001505, 9.5e-05
2060, 0.016495, 0.001505, 9.5e-05
2061, 0.016495, 0.001505, 9.5e-05
2062, 0.016495, 0.001505, 9.5e-05
2063, 0.016495, 0.001505, 9.5e-05
2064, 0.016495, 0.001505, 9.5e-05
2065, 0.016495, 0.001505, 9.5e-05
2066, 0.016495, 0.001505, 9.5e-05
2067, 0.016495, 0.001505, 9.5e-05
2068, 0.016495, 0.001505, 9.5e-05
2069, 0.016495, 0.001505, 9.5e-05
2070, 0.016495, 0.001505, 9.5e-05
2071, 0.016495, 0.001505, 9.5e-05
2072, 0.016495, 0.001505, 9.5e-05
2073, 0.016495, 0.001505, 9.5e-05
2074, 0.016495, 0.001505, 9.5e-05
2075, 0.016495, 0.001505, 9.5e-05
2076, 0.016495, 0.001505, 9.5e-05
2077, 0.016495, 0.001505, 9.5e-05
2078, 0.016495, 0.001505, 9.5e-05
2079, 0.016495, 0.001505, 9.5e-05
2080, 0.016495, 0.001505, 9.5e-05
2081, 0.016495, 0.001505, 9.5e-05
2082, 0.016495, 0.001505, 9.5e-05
2083, 0.016495, 0.001505, 9.5e-05
2084, 0.016495, 0.001505, 9.5e-05
2085, 0.016495, 0.001505, 9.5e-05
2086, 0.016495, 0.001505, 9.5e-05
2087, 0.016495, 0.001505, 9.5e-05
2088, 0.016495, 0.001505, 9.5e-05
2089, 0.016495, 0.001505, 9.5e-05
